sample_id,food_name,category,gt_min,gt_max,condition,run_id,predicted_days,in_range,abs_error,raw_response_excerpt
d01,서울우유 1L,dairy,10,14,cot,1,12,1,0,"```json {   ""food_name"": ""서울우유 1L"",   ""category"": ""유제품·계란"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 12,   ""reasoning"": ""서울우유 1L은 유제품으로 냉장(4°C) 보관하며, 1L 용량은 보관기한에 무관하고, 일반적인 살균우유의 미개봉 소비기한은 제조일로부터 "
d01,서울우유 1L,dairy,10,14,cot,2,12,1,0,"```json {   ""food_name"": ""서울우유 1L"",   ""category"": ""유제품·계란"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 12,   ""reasoning"": ""서울우유 1L은 유제품으로 분류되며, 가정에서는 일반적으로 냉장(4°C) 보관합니다. 미개봉 신선우유의 일반적인 소비기한은 7~14일 범"
d01,서울우유 1L,dairy,10,14,few_shot_cot,0,12,1,0,"```json {   ""food_name"": ""서울우유 1L"",   ""category"": ""dairy"",   ""storage"": ""냉장"",   ""estimated_days"": 12,   ""reasoning"": ""유제품, 냉장 10~14일 범위의 중간값"" } ```"
d01,서울우유 1L,dairy,10,14,few_shot_cot,1,12,1,0,"```json {   ""food_name"": ""서울우유 1L"",   ""category"": ""dairy"",   ""storage"": ""냉장"",   ""estimated_days"": 12,   ""reasoning"": ""유제품, 냉장 10~14일"" } ```"
d01,서울우유 1L,dairy,10,14,few_shot_cot,2,12,1,0,"```json {   ""food_name"": ""서울우유 1L"",   ""category"": ""dairy"",   ""storage"": ""냉장"",   ""estimated_days"": 12,   ""reasoning"": ""유제품, 냉장 10~14일"" } ```"
d02,매일우유 900mL,dairy,10,14,baseline,0,-1,0,-1,"```json {""food_name"": ""매일우유 900mL"", ""estimated_days"": -1} ```"
d02,매일우유 900mL,dairy,10,14,baseline,1,12,1,0,"```json {""food_name"": ""매일우유 900mL"", ""estimated_days"": 12} ```"
d02,매일우유 900mL,dairy,10,14,baseline,2,14,1,0,"```json {""food_name"": ""매일우유 900mL"", ""estimated_days"": 14} ```"
d02,매일우유 900mL,dairy,10,14,cot,0,10,1,0,"```json {   ""food_name"": ""매일우유 900mL"",   ""category"": ""유제품·계란"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 10,   ""reasoning"": ""매일우유 900mL는 유제품으로 냉장 보관하며, 미개봉 상태의 일반적인 저온살균 우유는 통상 7~14일 정도의 소비기한을 가지며, "
d02,매일우유 900mL,dairy,10,14,cot,1,12,1,0,"```json {   ""food_name"": ""매일우유 900mL"",   ""category"": ""유제품·계란"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 12,   ""reasoning"": ""매일우유 900mL는 유제품으로 냉장 보관이 필수이며, 일반적인 살균 우유의 유통기한이 7~10일임을 고려할 때, 소비기한은 그보다"
d02,매일우유 900mL,dairy,10,14,cot,2,7,0,3,"```json {   ""food_name"": ""매일우유 900mL"",   ""category"": ""유제품·계란"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 7,   ""reasoning"": ""매일우유 900mL는 유제품으로 분류되며, 일반 가정에서는 냉장(4°C) 보관이 일반적입니다. 냉장 보관 시 개봉하지 않은 신선 우유"
d02,매일우유 900mL,dairy,10,14,few_shot_cot,0,12,1,0,"```json {   ""food_name"": ""매일우유 900mL"",   ""category"": ""dairy"",   ""storage"": ""냉장"",   ""estimated_days"": 12,   ""reasoning"": ""유제품, 냉장 10~14일"" } ```"
d02,매일우유 900mL,dairy,10,14,few_shot_cot,1,12,1,0,"```json {   ""food_name"": ""매일우유 900mL"",   ""category"": ""dairy"",   ""storage"": ""냉장"",   ""estimated_days"": 12,   ""reasoning"": ""유제품, 냉장 10~14일"" } ```"
d02,매일우유 900mL,dairy,10,14,few_shot_cot,2,12,1,0,"```json {   ""food_name"": ""매일우유 900mL"",   ""category"": ""dairy"",   ""storage"": ""냉장"",   ""estimated_days"": 12,   ""reasoning"": ""유제품, 냉장 10~14일"" } ```"
d03,우유 1L,dairy,10,14,baseline,0,10,1,0,"```json {   ""food_name"": ""우유 1L"",   ""estimated_days"": 10 } ```"
d03,우유 1L,dairy,10,14,baseline,1,-1,0,-1,"```json {""food_name"": ""우유 1L"", ""estimated_days"": -1} ```"
d03,우유 1L,dairy,10,14,baseline,2,7,0,3,"```json {   ""food_name"": ""우유 1L"",   ""estimated_days"": 7 } ```"
d03,우유 1L,dairy,10,14,cot,0,14,1,0,"```json {   ""food_name"": ""우유 1L"",   ""category"": ""유제품·계란"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 14,   ""reasoning"": ""우유는 유제품으로 냉장 보관이 일반적이며, 미개봉 상태에서 제조일로부터 소비기한은 통상 12~17일 정도이므로, 1L 용량은 보관기한에 큰 "
d03,우유 1L,dairy,10,14,cot,1,14,1,0,"```json {   ""food_name"": ""우유 1L"",   ""category"": ""유제품·계란"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 14,   ""reasoning"": ""우유는 유제품으로 냉장(4°C) 보관이 가장 일반적입니다. 일반적인 우유의 유통기한은 7~10일이며, 미개봉 냉장 보관 시 유통기한 만료 후"
d03,우유 1L,dairy,10,14,cot,2,14,1,0,"```json {   ""food_name"": ""우유 1L"",   ""category"": ""유제품·계란"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 14,   ""reasoning"": ""우유는 유제품으로 냉장(4°C) 보관 시 개봉 전 소비기한은 제조일로부터 일반적으로 10~14일이며, 1L 용량은 보관기한에 영향을 주지 않"
d03,우유 1L,dairy,10,14,few_shot_cot,0,12,1,0,"```json {   ""food_name"": ""우유 1L"",   ""category"": ""dairy"",   ""storage"": ""냉장"",   ""estimated_days"": 12,   ""reasoning"": ""유제품, 냉장 10~14일"" } ```"
d03,우유 1L,dairy,10,14,few_shot_cot,1,12,1,0,"```json {   ""food_name"": ""우유 1L"",   ""category"": ""dairy"",   ""storage"": ""냉장"",   ""estimated_days"": 12,   ""reasoning"": ""유제품, 냉장 10~14일"" } ```"
d03,우유 1L,dairy,10,14,few_shot_cot,2,12,1,0,"```json {   ""food_name"": ""우유 1L"",   ""category"": ""dairy"",   ""storage"": ""냉장"",   ""estimated_days"": 12,   ""reasoning"": ""유제품, 냉장 10~14일"" } ```"
d04,플레인요거트 500g,dairy,10,20,baseline,0,30,0,10,"```json {""food_name"": ""플레인요거트 500g"", ""estimated_days"": 30} ```"
d04,플레인요거트 500g,dairy,10,20,baseline,1,14,1,0,"```json {""food_name"": ""플레인요거트 500g"", ""estimated_days"": 14} ```"
d04,플레인요거트 500g,dairy,10,20,baseline,2,30,0,10,"```json {""food_name"": ""플레인요거트 500g"", ""estimated_days"": 30} ```"
d04,플레인요거트 500g,dairy,10,20,cot,0,30,0,10,"```json {   ""food_name"": ""플레인요거트 500g"",   ""category"": ""유제품·계란"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 30,   ""reasoning"": ""플레인요거트는 유제품으로 냉장 보관이 필수적이며, 미개봉 상태에서 제조일로부터 일반적으로 20~40일 정도의 소비기한을 가지므로 "
d04,플레인요거트 500g,dairy,10,20,cot,1,21,0,1,"```json {   ""food_name"": ""플레인요거트 500g"",   ""category"": ""유제품·계란"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 21,   ""reasoning"": ""플레인요거트는 유제품으로 냉장(4°C) 보관이 일반적이며, 미개봉 시 보통 2~4주(14~28일)의 소비기한을 가진다. 500g "
d04,플레인요거트 500g,dairy,10,20,cot,2,28,0,8,"```json {   ""food_name"": ""플레인요거트 500g"",   ""category"": ""유제품·계란"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 28,   ""reasoning"": ""플레인요거트는 유제품으로 냉장(4°C) 보관이 일반적이며, 용량과 무관하게 개봉 전 소비기한은 통상 20~35일이므로 28일로 추"
d04,플레인요거트 500g,dairy,10,20,few_shot_cot,0,18,1,0,"```json {   ""food_name"": ""플레인요거트 500g"",   ""category"": ""dairy"",   ""storage"": ""냉장"",   ""estimated_days"": 18,   ""reasoning"": ""유제품, 냉장 14~21일 범위의 중간값"" } ```"
d04,플레인요거트 500g,dairy,10,20,few_shot_cot,1,12,1,0,"```json {   ""food_name"": ""플레인요거트 500g"",   ""category"": ""dairy"",   ""storage"": ""냉장"",   ""estimated_days"": 12,   ""reasoning"": ""유제품, 냉장 10~14일 범위의 중간값"" } ```"
d04,플레인요거트 500g,dairy,10,20,few_shot_cot,2,18,1,0,"```json {   ""food_name"": ""플레인요거트 500g"",   ""category"": ""dairy"",   ""storage"": ""냉장"",   ""estimated_days"": 18,   ""reasoning"": ""유제품, 냉장 2~3주"" } ```"
d05,체다치즈 슬라이스 200g,dairy,60,120,baseline,0,100,1,0,"```json {""food_name"": ""체다치즈 슬라이스 200g"", ""estimated_days"": 100} ```"
d05,체다치즈 슬라이스 200g,dairy,60,120,baseline,1,150,0,30,"```json {""food_name"": ""체다치즈 슬라이스 200g"", ""estimated_days"": 150} ```"
d05,체다치즈 슬라이스 200g,dairy,60,120,baseline,2,123,0,3,"```json {""food_name"": ""체다치즈 슬라이스 200g"", ""estimated_days"": 123} ```"
d05,체다치즈 슬라이스 200g,dairy,60,120,cot,0,10,0,50,"```json {   ""food_name"": ""체다치즈 슬라이스 200g"",   ""category"": ""유제품·계란"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 10,   ""reasoning"": ""체다치즈 슬라이스는 유제품·계란으로 냉장 보관하며, 개봉 후 일반 가정에서 7~14일 이내에 소비하는 것이 권장되므로 10일"
d05,체다치즈 슬라이스 200g,dairy,60,120,cot,1,10,0,50,"```json {   ""food_name"": ""체다치즈 슬라이스 200g"",   ""category"": ""유제품·계란"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 10,   ""reasoning"": ""체다치즈 슬라이스는 유제품으로 냉장 보관하며, 개봉 후 7~14일 소비 가능하나 안전성을 고려하여 10일로 추정함."" } `"
d05,체다치즈 슬라이스 200g,dairy,60,120,cot,2,10,0,50,"```json {   ""food_name"": ""체다치즈 슬라이스 200g"",   ""category"": ""유제품·계란"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 10,   ""reasoning"": ""체다치즈 슬라이스는 유제품으로 냉장 보관하며, 개봉 후에는 일반적으로 7~14일 이내 소비하는 것이 권장되므로 중간값인 10"
d05,체다치즈 슬라이스 200g,dairy,60,120,few_shot_cot,0,10,0,50,"```json {   ""food_name"": ""체다치즈 슬라이스 200g"",   ""category"": ""dairy"",   ""storage"": ""냉장"",   ""estimated_days"": 10,   ""reasoning"": ""가공치즈, 개봉 후 냉장 7~14일 범위의 중간값"" } ```"
d05,체다치즈 슬라이스 200g,dairy,60,120,few_shot_cot,1,120,1,0,"```json {   ""food_name"": ""체다치즈 슬라이스 200g"",   ""category"": ""dairy"",   ""storage"": ""냉장"",   ""estimated_days"": 120,   ""reasoning"": ""가공 유제품, 미개봉 냉장 보관 시 3~6개월 범위의 중간값"" } ```"
d05,체다치즈 슬라이스 200g,dairy,60,120,few_shot_cot,2,75,1,0,"```json {   ""food_name"": ""체다치즈 슬라이스 200g"",   ""category"": ""유제품"",   ""storage"": ""냉장"",   ""estimated_days"": 75,   ""reasoning"": ""가공 치즈, 냉장 보관 시 2~3개월"" } ```"
d06,버터 200g,dairy,90,140,baseline,0,120,1,0,"```json {   ""food_name"": ""버터 200g"",   ""estimated_days"": 120 } ```"
d06,버터 200g,dairy,90,140,baseline,1,240,0,100,"```json {""food_name"": ""버터 200g"", ""estimated_days"": 240} ```"
d06,버터 200g,dairy,90,140,baseline,2,75,0,15,"```json {""food_name"": ""버터 200g"", ""estimated_days"": 75} ```"
d06,버터 200g,dairy,90,140,cot,0,21,0,69,"```json {   ""food_name"": ""버터 200g"",   ""category"": ""유제품·계란"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 21,   ""reasoning"": ""버터는 유제품으로 냉장 보관이 일반적이며, 개봉 후 2~4주(14~30일)가 일반적인 소비기한 범위이고, 200g이라는 양은 보관기한에 "
d06,버터 200g,dairy,90,140,cot,1,180,0,40,"```json {   ""food_name"": ""버터 200g"",   ""category"": ""유제품·계란"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 180,   ""reasoning"": ""버터는 유제품으로 냉장 보관이 일반적이며, 미개봉 냉장 버터의 일반적인 소비기한은 6~9개월이므로, 200g이라는 수량은 보관기한에 영"
d06,버터 200g,dairy,90,140,cot,2,270,0,130,"```json {   ""food_name"": ""버터 200g"",   ""category"": ""유제품·계란"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 270,   ""reasoning"": ""버터는 유제품으로 냉장 보관 시 미개봉 상태에서 일반적으로 6개월에서 1년의 소비기한을 가지며, 9개월(270일)이 합리적인 추정치이다"
d06,버터 200g,dairy,90,140,few_shot_cot,0,60,0,30,"```json {   ""food_name"": ""버터 200g"",   ""category"": ""dairy"",   ""storage"": ""냉장"",   ""estimated_days"": 60,   ""reasoning"": ""유제품(버터), 냉장 1~2개월"" } ```"
d06,버터 200g,dairy,90,140,few_shot_cot,1,60,0,30,"```json {   ""food_name"": ""버터 200g"",   ""category"": ""dairy"",   ""storage"": ""냉장"",   ""estimated_days"": 60,   ""reasoning"": ""유제품, 냉장 1~3개월 범위의 중간값"" } ```"
d06,버터 200g,dairy,90,140,few_shot_cot,2,21,0,69,"```json {   ""food_name"": ""버터 200g"",   ""category"": ""dairy"",   ""storage"": ""냉장"",   ""estimated_days"": 21,   ""reasoning"": ""유제품, 개봉 후 냉장 2~4주"" } ```"
d07,두유 190mL 6입,dairy,60,90,baseline,0,330,0,240,"```json {   ""food_name"": ""두유 190mL 6입"",   ""estimated_days"": 330 } ```"
d07,두유 190mL 6입,dairy,60,90,baseline,1,420,0,330,"```json {""food_name"": ""두유 190mL 6입"", ""estimated_days"": 420} ```"
d07,두유 190mL 6입,dairy,60,90,baseline,2,450,0,360,"```json {   ""food_name"": ""두유 190mL 6입"",   ""estimated_days"": 450 } ```"
d07,두유 190mL 6입,dairy,60,90,cot,0,240,0,150,"```json {   ""food_name"": ""두유 190mL 6입"",   ""category"": ""음료"",   ""storage"": ""실온"",   ""estimated_days"": 240,   ""reasoning"": ""두유는 멸균팩 음료로 분류되며, 실온 보관이 일반적이다. 멸균팩 두유의 소비기한은 제조일로부터 6개월에서 1년 정도이므로, 평균 8개월(약 24"
d07,두유 190mL 6입,dairy,60,90,cot,1,4,0,56,"```json {   ""food_name"": ""두유 190mL 6입"",   ""category"": ""음료"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 4,   ""reasoning"": ""두유는 음료로 분류되며, 개봉 후에는 냉장 보관하는 것이 일반적입니다. 개봉 후 냉장 보관 시 일반적으로 3~5일 내에 소비하는 것이 권장"
d07,두유 190mL 6입,dairy,60,90,cot,2,270,0,180,"```json {   ""food_name"": ""두유 190mL 6입"",   ""category"": ""음료"",   ""storage"": ""실온"",   ""estimated_days"": 270,   ""reasoning"": ""두유는 음료로 분류되며, 미개봉 멸균팩 제품은 실온 보관이 일반적입니다. 이러한 제품의 소비기한은 보통 6개월에서 12개월이며, 단위/수량은 영"
d07,두유 190mL 6입,dairy,60,90,few_shot_cot,0,270,0,180,"```json {   ""food_name"": ""두유 190mL 6입"",   ""category"": ""processed"",   ""storage"": ""실온"",   ""estimated_days"": 270,   ""reasoning"": ""UHT 가공 음료, 실온 6~12개월"" } ```"
d07,두유 190mL 6입,dairy,60,90,few_shot_cot,1,270,0,180,"```json {   ""food_name"": ""두유 190mL 6입"",   ""category"": ""processed"",   ""storage"": ""실온"",   ""estimated_days"": 270,   ""reasoning"": ""가공음료, 실온 보관 시 6~12개월"" } ```"
d07,두유 190mL 6입,dairy,60,90,few_shot_cot,2,270,0,180,"```json {   ""food_name"": ""두유 190mL 6입"",   ""category"": ""processed"",   ""storage"": ""실온"",   ""estimated_days"": 270,   ""reasoning"": ""UHT 가공 음료, 실온 6~12개월"" } ```"
d08,계란 10구,dairy,21,35,baseline,0,45,0,10,"```json {""food_name"": ""계란 10구"", ""estimated_days"": 45} ```"
d08,계란 10구,dairy,21,35,baseline,1,45,0,10,"```json {""food_name"": ""계란 10구"", ""estimated_days"": 45} ```"
d08,계란 10구,dairy,21,35,baseline,2,45,0,10,"```json {""food_name"": ""계란 10구"", ""estimated_days"": 45} ```"
d08,계란 10구,dairy,21,35,cot,0,28,1,0,"```json {   ""food_name"": ""계란 10구"",   ""category"": ""유제품·계란"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 28,   ""reasoning"": ""계란은 유제품·계란으로 분류되며, 일반 가정에서는 냉장(4°C) 보관이 가장 일반적입니다. 냉장 보관 시 구매일로부터 3~5주(21~35일"
d08,계란 10구,dairy,21,35,cot,1,28,1,0,"```json {   ""food_name"": ""계란 10구"",   ""category"": ""유제품·계란"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 28,   ""reasoning"": ""계란은 유제품·계란 카테고리에 속하며, 일반 가정에서는 냉장(4°C) 보관이 가장 일반적입니다. 신선한 계란은 냉장 보관 시 일반적으로 3"
d08,계란 10구,dairy,21,35,cot,2,45,0,10,"```json {   ""food_name"": ""계란 10구"",   ""category"": ""유제품·계란"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 45,   ""reasoning"": ""계란은 유제품·계란 카테고리에 속하며, 일반 가정에서는 냉장(4°C) 보관이 가장 일반적입니다. 냉장 보관 시 계란의 일반적인 소비기한은 "
d08,계란 10구,dairy,21,35,few_shot_cot,0,28,1,0,"```json {   ""food_name"": ""계란 10구"",   ""category"": ""축산물"",   ""storage"": ""냉장"",   ""estimated_days"": 28,   ""reasoning"": ""신선 축산물, 냉장 3~5주"" } ```"
d08,계란 10구,dairy,21,35,few_shot_cot,1,30,1,0,"```json {   ""food_name"": ""계란 10구"",   ""category"": ""dairy"",   ""storage"": ""냉장"",   ""estimated_days"": 30,   ""reasoning"": ""신선 계란, 냉장 보관 시 3~5주 (30일로 결정)"" } ```"
d08,계란 10구,dairy,21,35,few_shot_cot,2,35,1,0,"```json {   ""food_name"": ""계란 10구"",   ""category"": ""egg"",   ""storage"": ""냉장"",   ""estimated_days"": 35,   ""reasoning"": ""신선식품(계란), 냉장 30~45일"" } ```"
d09,야쿠르트 6개입,dairy,20,30,baseline,0,20,1,0,"```json {""food_name"": ""야쿠르트 6개입"", ""estimated_days"": 20} ```"
d09,야쿠르트 6개입,dairy,20,30,baseline,1,21,1,0,"```json {""food_name"": ""야쿠르트 6개입"", ""estimated_days"": 21} ```"
d09,야쿠르트 6개입,dairy,20,30,baseline,2,20,1,0,"```json {   ""food_name"": ""야쿠르트 6개입"",   ""estimated_days"": 20 } ```"
d09,야쿠르트 6개입,dairy,20,30,cot,0,18,0,2,"```json {   ""food_name"": ""야쿠르트 6개입"",   ""category"": ""유제품·계란"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 18,   ""reasoning"": ""야쿠르트는 유제품 음료로 냉장 보관 시 일반적으로 14~21일의 소비기한을 가지며, 6개입 수량은 개봉 전 보관기한에 영향을 주지 않으"
d09,야쿠르트 6개입,dairy,20,30,cot,1,12,0,8,"```json {   ""food_name"": ""야쿠르트 6개입"",   ""category"": ""유제품·계란"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 12,   ""reasoning"": ""야쿠르트는 유제품·계란 카테고리의 냉장 보관 음료로, 일반적으로 10~15일의 소비기한을 가지며, 6개입 수량은 보관기한에 영향을 주지"
d09,야쿠르트 6개입,dairy,20,30,cot,2,20,1,0,"```json {   ""food_name"": ""야쿠르트 6개입"",   ""category"": ""유제품·계란"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 20,   ""reasoning"": ""야쿠르트는 유제품(액상 발효유)으로 냉장 보관이 필수입니다. 일반적인 유통기한은 15~20일이며, 미개봉 냉장 보관 시 유통기한이 지난"
d09,야쿠르트 6개입,dairy,20,30,few_shot_cot,0,18,0,2,"```json {   ""food_name"": ""야쿠르트 6개입"",   ""category"": ""dairy"",   ""storage"": ""냉장"",   ""estimated_days"": 18,   ""reasoning"": ""발효유제품, 냉장 15~20일 범위"" } ```"
d09,야쿠르트 6개입,dairy,20,30,few_shot_cot,1,14,0,6,"```json {   ""food_name"": ""야쿠르트 6개입"",   ""category"": ""dairy"",   ""storage"": ""냉장"",   ""estimated_days"": 14,   ""reasoning"": ""유제품(발효유), 냉장 10~20일 범위의 중간값"" } ```"
d09,야쿠르트 6개입,dairy,20,30,few_shot_cot,2,20,1,0,"```json {   ""food_name"": ""야쿠르트 6개입"",   ""category"": ""dairy"",   ""storage"": ""냉장"",   ""estimated_days"": 20,   ""reasoning"": ""유제품(발효유), 냉장 15~25일"" } ```"
d10,헬리코박터 프로젝트 윌,dairy,5,10,baseline,0,25,0,15,"```json {   ""food_name"": ""헬리코박터 프로젝트 윌"",   ""estimated_days"": 25 } ```"
d10,헬리코박터 프로젝트 윌,dairy,5,10,baseline,1,25,0,15,"```json {   ""food_name"": ""헬리코박터 프로젝트 윌"",   ""estimated_days"": 25 } ```"
d10,헬리코박터 프로젝트 윌,dairy,5,10,baseline,2,25,0,15,"```json {""food_name"": ""헬리코박터 프로젝트 윌"", ""estimated_days"": 25} ```"
d10,헬리코박터 프로젝트 윌,dairy,5,10,cot,0,20,0,10,"```json {   ""food_name"": ""헬리코박터 프로젝트 윌"",   ""category"": ""유제품·계란"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 20,   ""reasoning"": ""헬리코박터 프로젝트 윌은 유제품 음료로 냉장 보관이 필수이며, 일반적인 발효유 제품의 소비기한은 제조일로부터 약 15~30일이므"
d10,헬리코박터 프로젝트 윌,dairy,5,10,cot,1,14,0,4,"```json {   ""food_name"": ""헬리코박터 프로젝트 윌"",   ""category"": ""유제품·계란"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 14,   ""reasoning"": ""헬리코박터 프로젝트 윌은 유제품·계란 카테고리의 냉장 보관 음료로, 일반적인 유산균 음료의 미개봉 냉장 보관기한은 10~20일 "
d10,헬리코박터 프로젝트 윌,dairy,5,10,cot,2,21,0,11,"```json {   ""food_name"": ""헬리코박터 프로젝트 윌"",   ""category"": ""유제품·계란"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 21,   ""reasoning"": ""헬리코박터 프로젝트 윌은 유제품(발효유)으로 분류되며, 냉장(4°C) 보관이 일반적입니다. 이러한 제품의 일반적인 소비기한은 1"
d10,헬리코박터 프로젝트 윌,dairy,5,10,few_shot_cot,0,14,0,4,"```json {   ""food_name"": ""헬리코박터 프로젝트 윌"",   ""category"": ""dairy"",   ""storage"": ""냉장"",   ""estimated_days"": 14,   ""reasoning"": ""발효유 제품, 냉장 10~15일 범위의 중간값"" } ```"
d10,헬리코박터 프로젝트 윌,dairy,5,10,few_shot_cot,1,20,0,10,"```json {   ""food_name"": ""헬리코박터 프로젝트 윌"",   ""category"": ""dairy"",   ""storage"": ""냉장"",   ""estimated_days"": 20,   ""reasoning"": ""발효유, 냉장 15~30일 범위"" } ```"
d10,헬리코박터 프로젝트 윌,dairy,5,10,few_shot_cot,2,17,0,7,"```json {   ""food_name"": ""헬리코박터 프로젝트 윌"",   ""category"": ""유제품"",   ""storage"": ""냉장"",   ""estimated_days"": 17,   ""reasoning"": ""발효유 제품, 냉장 15~20일 범위"" } ```"
m01,삼겹살 200g,meat,2,4,baseline,0,3,1,0,"```json {""food_name"": ""삼겹살 200g"", ""estimated_days"": 3} ```"
m01,삼겹살 200g,meat,2,4,baseline,1,2,1,0,"```json {""food_name"": ""삼겹살 200g"", ""estimated_days"": 2} ```"
m01,삼겹살 200g,meat,2,4,baseline,2,2,1,0,"```json {""food_name"": ""삼겹살 200g"", ""estimated_days"": 2} ```"
m01,삼겹살 200g,meat,2,4,cot,0,4,1,0,"```json {   ""food_name"": ""삼겹살 200g"",   ""category"": ""신선식품(육류)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 4,   ""reasoning"": ""삼겹살은 신선식품(육류)으로 분류되며, 일반 가정에서는 냉장(4°C) 보관이 일반적이다. 냉장 보관 시 신선한 돼지고기는 보통 3~5"
m01,삼겹살 200g,meat,2,4,cot,1,4,1,0,"```json {   ""food_name"": ""삼겹살 200g"",   ""category"": ""신선식품(육류)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 4,   ""reasoning"": ""삼겹살은 신선식품(육류)으로, 일반 가정에서 냉장(4°C) 보관이 가장 일반적입니다. 신선한 돼지고기의 냉장 보관 기한은 일반적으로 "
m01,삼겹살 200g,meat,2,4,cot,2,4,1,0,"```json {   ""food_name"": ""삼겹살 200g"",   ""category"": ""신선식품(육류)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 4,   ""reasoning"": ""삼겹살은 신선식품(육류)으로 분류되며, 일반 가정에서는 냉장(4°C) 보관이 가장 흔합니다. 신선한 돼지고기는 냉장 보관 시 일반적으"
m01,삼겹살 200g,meat,2,4,few_shot_cot,0,2,1,0,"```json {   ""food_name"": ""삼겹살 200g"",   ""category"": ""meat"",   ""storage"": ""냉장"",   ""estimated_days"": 2,   ""reasoning"": ""신선 육류, 냉장 1~3일"" } ```"
m01,삼겹살 200g,meat,2,4,few_shot_cot,1,2,1,0,"```json {   ""food_name"": ""삼겹살 200g"",   ""category"": ""meat"",   ""storage"": ""냉장"",   ""estimated_days"": 2,   ""reasoning"": ""신선 육류, 냉장 1~3일"" } ```"
m01,삼겹살 200g,meat,2,4,few_shot_cot,2,2,1,0,"```json {   ""food_name"": ""삼겹살 200g"",   ""category"": ""meat"",   ""storage"": ""냉장"",   ""estimated_days"": 2,   ""reasoning"": ""신선 육류, 냉장 1~3일"" } ```"
m02,삼겹살 한근,meat,2,4,baseline,0,3,1,0,"```json {""food_name"": ""삼겹살 한근"", ""estimated_days"": 3} ```"
m02,삼겹살 한근,meat,2,4,baseline,1,3,1,0,"```json {""food_name"": ""삼겹살 한근"", ""estimated_days"": 3} ```"
m02,삼겹살 한근,meat,2,4,baseline,2,4,1,0,"```json {   ""food_name"": ""삼겹살 한근"",   ""estimated_days"": 4 } ```"
m02,삼겹살 한근,meat,2,4,cot,0,3,1,0,"```json {   ""food_name"": ""삼겹살 한근"",   ""category"": ""신선식품(육류)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 3,   ""reasoning"": ""삼겹살은 신선식품(육류)으로 분류되며, 일반 가정에서는 냉장(4°C) 보관이 가장 일반적입니다. 이 경우 일반적으로 2~5일 내 소비가 "
m02,삼겹살 한근,meat,2,4,cot,1,3,1,0,"```json {   ""food_name"": ""삼겹살 한근"",   ""category"": ""신선식품(육류)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 3,   ""reasoning"": ""삼겹살은 신선식품(육류)으로 분류되며, 일반 가정에서 냉장(4°C) 보관 시 2~5일의 보관기한을 가지나, '한근'이라는 수량은 보관기한"
m02,삼겹살 한근,meat,2,4,cot,2,4,1,0,"```json {   ""food_name"": ""삼겹살 한근"",   ""category"": ""신선식품(육류)"",   ""storage"": ""냉장(4°C)"",   ""estimated_days"": 4,   ""reasoning"": ""삼겹살은 신선식품(육류)으로 분류되며, 일반 가정에서 냉장(4°C) 보관 시 3~5일이 일반적인 보관기한 범위입니다. '한근'이라는 수량"
m02,삼겹살 한근,meat,2,4,few_shot_cot,0,2,1,0,"```json {   ""food_name"": ""삼겹살 한근"",   ""category"": ""meat"",   ""storage"": ""냉장"",   ""estimated_days"": 2,   ""reasoning"": ""신선 육류, 냉장 1~3일"" } ```"
m02,삼겹살 한근,meat,2,4,few_shot_cot,1,2,1,0,"```json {   ""food_name"": ""삼겹살 한근"",   ""category"": ""meat"",   ""storage"": ""냉장"",   ""estimated_days"": 2,   ""reasoning"": ""신선 육류, 냉장 1~3일"" } ```"
